date,amount_mxn,selected_source,selection_basis,merge_status,notebook_amount_mxn,notebook_review_status,notebook_recognition_confidence,notebook_source_page,managementpro_amount_mxn,managementpro_journal_sales_mxn,managementpro_amount_basis,managementpro_validation_status,managementpro_source_method,managementpro_source_snapshot,notes
2020-07-16,98.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,98.00,98.00,completed_journal_sales_cut_reconciled,adjudicated_journal_only_cut_match,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120200716.jrn,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2020-07-17,25.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,25.50,25.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-18,45.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,45.00,45.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-19,97.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,97.00,97.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-20,58.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,58.00,58.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-21,88.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,88.50,88.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-22,85.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,85.00,85.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-23,105.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,105.50,105.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-24,39.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,39.50,39.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-25,78.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,78.00,78.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-26,44.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,44.00,44.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-27,69.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,69.00,69.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-28,179.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,179.50,179.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-29,64.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,64.50,64.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-30,22.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,22.50,22.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-31,36.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,36.00,,gross_valid_pos_sales_excluding_cancellations,verified_mdb_only,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-01,36.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,36.00,36.00,completed_journal_sales_cut_reconciled,adjudicated_journal_only_cut_match,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120200801.jrn,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2020-08-03,29.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,29.00,29.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-04,149.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,149.50,149.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-05,95.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,95.50,95.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-06,110.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,110.50,110.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-07,41.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,41.00,41.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-08,21.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,21.00,21.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-09,133.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,133.50,133.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-10,58.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,58.50,58.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-11,50.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,50.00,50.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-12,78.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,78.00,78.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-13,7.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,7.50,7.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-14,22.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,22.00,22.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-15,33.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,33.00,33.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-16,104.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,104.00,12.00,gross_valid_pos_sales_excluding_cancellations,review_mdb_journal_difference,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 92.00 MXN.
2020-08-17,,managementpro,managementpro_nonoverlap_gap_fill,unresolved_managementpro_blank,,,,,,92.00,unresolved_journal_candidate,review_possible_date_shift_duplicate,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120200817.jrn,"No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro amount is unresolved and intentionally left blank, not zero. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Candidate amount is preserved in journal_sales_mxn but intentionally excluded from amount_mxn pending date/duplicate review. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit."
2020-08-18,95.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,95.50,95.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-19,126.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,126.00,126.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-20,53.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,53.00,53.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-21,44.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,44.00,44.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-22,73.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,73.50,73.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-23,414.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,414.50,414.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-24,531.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,531.00,433.00,gross_valid_pos_sales_excluding_cancellations,review_mdb_journal_difference,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 98.00 MXN.
2020-08-25,955.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,955.00,793.00,gross_valid_pos_sales_excluding_cancellations,review_mdb_journal_difference,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 162.00 MXN.
2020-08-26,260.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,260.00,260.00,completed_journal_sales_cut_reconciled,adjudicated_journal_only_cut_match,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120200826.jrn,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2020-08-27,279.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,279.50,279.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-28,98.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,98.00,98.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-29,119.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,119.00,119.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-30,223.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,223.50,223.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-08-31,309.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,309.00,309.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-01,110.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,110.50,110.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-02,246.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,246.00,246.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-03,333.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,333.50,333.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-04,14.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,14.00,14.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-05,31.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,31.00,31.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-06,26.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,26.00,26.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-07,709.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,709.50,709.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-08,185.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,185.00,185.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-09,196.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,196.50,196.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-10,91.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,91.00,91.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-11,95.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,95.00,95.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-12,104.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,104.00,104.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-13,273.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,273.50,273.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-14,400.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,400.50,400.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-15,188.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,188.00,188.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-16,244.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,244.50,244.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-17,211.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,211.50,211.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-18,169.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,169.50,169.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-19,152.50,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,152.50,152.50,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-09-20,152.00,managementpro,managementpro_nonoverlap_gap_fill,ready_managementpro_gap_fill,,,,,152.00,152.00,gross_valid_pos_sales_excluding_cancellations,verified_mdb_journal_match,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,No notebook record exists for this date; ManagementPro is used as a gap fill. ManagementPro note: ManagementPro-recorded sales only; not confirmed complete store revenue.
