date,amount_mxn,amount_basis,mdb_gross_sales_mxn,returns_mxn,mdb_net_sales_mxn,journal_sales_mxn,notebook_sales_mxn,mdb_minus_journal_mxn,source_method,source_snapshot,validation_status,notes
2020-01-22,202.50,gross_valid_pos_sales_excluding_cancellations,202.50,0.00,202.50,202.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-23,28.00,gross_valid_pos_sales_excluding_cancellations,28.00,0.00,28.00,28.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-24,100.00,gross_valid_pos_sales_excluding_cancellations,100.00,0.00,100.00,100.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-25,102.50,gross_valid_pos_sales_excluding_cancellations,102.50,0.00,102.50,102.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-26,154.50,gross_valid_pos_sales_excluding_cancellations,154.50,0.00,154.50,154.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-27,152.00,gross_valid_pos_sales_excluding_cancellations,152.00,0.00,152.00,152.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-28,131.50,gross_valid_pos_sales_excluding_cancellations,131.50,0.00,131.50,131.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-29,270.50,gross_valid_pos_sales_excluding_cancellations,270.50,0.00,270.50,270.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-01-30,80.50,gross_valid_pos_sales_excluding_cancellations,80.50,0.00,80.50,80.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-01,115.00,gross_valid_pos_sales_excluding_cancellations,115.00,0.00,115.00,115.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-02,139.00,gross_valid_pos_sales_excluding_cancellations,139.00,0.00,139.00,139.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-04,211.50,gross_valid_pos_sales_excluding_cancellations,211.50,0.00,211.50,211.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-05,258.00,gross_valid_pos_sales_excluding_cancellations,258.00,0.00,258.00,258.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-06,314.60,gross_valid_pos_sales_excluding_cancellations,314.60,0.00,314.60,314.60,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-07,134.00,gross_valid_pos_sales_excluding_cancellations,134.00,0.00,134.00,134.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-08,16.50,gross_valid_pos_sales_excluding_cancellations,16.50,0.00,16.50,16.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-11,243.50,gross_valid_pos_sales_excluding_cancellations,243.50,0.00,243.50,243.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-12,133.00,gross_valid_pos_sales_excluding_cancellations,133.00,0.00,133.00,133.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-13,531.00,gross_valid_pos_sales_excluding_cancellations,531.00,0.00,531.00,531.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-14,28.00,gross_valid_pos_sales_excluding_cancellations,28.00,0.00,28.00,28.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-15,47.00,gross_valid_pos_sales_excluding_cancellations,47.00,0.00,47.00,47.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-16,36.00,gross_valid_pos_sales_excluding_cancellations,36.00,0.00,36.00,36.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-17,435.00,gross_valid_pos_sales_excluding_cancellations,435.00,0.00,435.00,435.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-18,110.00,gross_valid_pos_sales_excluding_cancellations,110.00,0.00,110.00,110.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-19,291.00,gross_valid_pos_sales_excluding_cancellations,291.00,0.00,291.00,291.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-20,203.00,gross_valid_pos_sales_excluding_cancellations,203.00,0.00,203.00,203.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-21,71.00,gross_valid_pos_sales_excluding_cancellations,71.00,0.00,71.00,71.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-22,106.00,gross_valid_pos_sales_excluding_cancellations,106.00,0.00,106.00,106.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-23,169.50,gross_valid_pos_sales_excluding_cancellations,169.50,0.00,169.50,169.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-24,353.50,gross_valid_pos_sales_excluding_cancellations,353.50,0.00,353.50,353.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-25,183.50,gross_valid_pos_sales_excluding_cancellations,183.50,0.00,183.50,183.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-26,148.00,gross_valid_pos_sales_excluding_cancellations,148.00,0.00,148.00,148.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-27,311.50,gross_valid_pos_sales_excluding_cancellations,311.50,0.00,311.50,311.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-02-28,98.50,gross_valid_pos_sales_excluding_cancellations,98.50,0.00,98.50,98.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-01,97.50,gross_valid_pos_sales_excluding_cancellations,97.50,0.00,97.50,97.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-02,402.00,gross_valid_pos_sales_excluding_cancellations,402.00,0.00,402.00,402.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-03,157.50,gross_valid_pos_sales_excluding_cancellations,157.50,0.00,157.50,157.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-04,298.00,gross_valid_pos_sales_excluding_cancellations,298.00,0.00,298.00,298.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-05,337.50,gross_valid_pos_sales_excluding_cancellations,337.50,0.00,337.50,337.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-06,257.50,gross_valid_pos_sales_excluding_cancellations,257.50,0.00,257.50,257.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-07,33.50,gross_valid_pos_sales_excluding_cancellations,33.50,0.00,33.50,33.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-08,14.50,gross_valid_pos_sales_excluding_cancellations,14.50,0.00,14.50,14.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-10,202.50,gross_valid_pos_sales_excluding_cancellations,202.50,0.00,202.50,202.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-11,211.00,gross_valid_pos_sales_excluding_cancellations,211.00,0.00,211.00,211.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-12,79.50,gross_valid_pos_sales_excluding_cancellations,79.50,0.00,79.50,79.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-13,85.50,gross_valid_pos_sales_excluding_cancellations,85.50,0.00,85.50,85.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-14,115.50,gross_valid_pos_sales_excluding_cancellations,115.50,0.00,115.50,115.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-15,169.50,gross_valid_pos_sales_excluding_cancellations,169.50,0.00,169.50,169.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-17,98.00,gross_valid_pos_sales_excluding_cancellations,98.00,0.00,98.00,98.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-18,260.00,gross_valid_pos_sales_excluding_cancellations,260.00,0.00,260.00,260.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-19,82.50,gross_valid_pos_sales_excluding_cancellations,82.50,0.00,82.50,82.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-20,78.00,gross_valid_pos_sales_excluding_cancellations,78.00,0.00,78.00,78.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-03-21,167.00,gross_valid_pos_sales_excluding_cancellations,167.00,0.00,167.00,57.00,,110.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,review_mdb_journal_difference,ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 110.00 MXN.
2020-03-30,110.00,completed_journal_sales_cut_reconciled,,,,110.00,,,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120200330.jrn,adjudicated_journal_only_cut_match,ManagementPro-recorded sales only; not confirmed complete store revenue. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2020-03-31,185.50,gross_valid_pos_sales_excluding_cancellations,185.50,0.00,185.50,185.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-01,146.00,gross_valid_pos_sales_excluding_cancellations,146.00,0.00,146.00,146.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-02,125.00,gross_valid_pos_sales_excluding_cancellations,125.00,0.00,125.00,125.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-03,57.00,gross_valid_pos_sales_excluding_cancellations,57.00,0.00,57.00,57.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-04,122.50,gross_valid_pos_sales_excluding_cancellations,122.50,0.00,122.50,122.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-05,68.00,gross_valid_pos_sales_excluding_cancellations,68.00,0.00,68.00,68.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-06,75.50,gross_valid_pos_sales_excluding_cancellations,75.50,0.00,75.50,75.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-07,27.00,gross_valid_pos_sales_excluding_cancellations,27.00,0.00,27.00,27.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-08,147.50,gross_valid_pos_sales_excluding_cancellations,147.50,0.00,147.50,147.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-09,81.00,gross_valid_pos_sales_excluding_cancellations,81.00,0.00,81.00,81.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-10,106.00,gross_valid_pos_sales_excluding_cancellations,106.00,0.00,106.00,106.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-11,203.50,gross_valid_pos_sales_excluding_cancellations,203.50,0.00,203.50,203.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-12,10.00,gross_valid_pos_sales_excluding_cancellations,10.00,0.00,10.00,10.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-13,33.00,gross_valid_pos_sales_excluding_cancellations,33.00,0.00,33.00,33.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-14,99.50,gross_valid_pos_sales_excluding_cancellations,99.50,0.00,99.50,99.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-15,213.00,gross_valid_pos_sales_excluding_cancellations,213.00,0.00,213.00,213.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-16,135.00,gross_valid_pos_sales_excluding_cancellations,135.00,0.00,135.00,135.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-17,207.00,gross_valid_pos_sales_excluding_cancellations,207.00,0.00,207.00,207.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-18,67.50,gross_valid_pos_sales_excluding_cancellations,67.50,0.00,67.50,67.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-19,74.50,gross_valid_pos_sales_excluding_cancellations,74.50,0.00,74.50,74.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-20,92.00,gross_valid_pos_sales_excluding_cancellations,92.00,0.00,92.00,92.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-21,35.50,gross_valid_pos_sales_excluding_cancellations,35.50,0.00,35.50,35.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-22,80.50,gross_valid_pos_sales_excluding_cancellations,80.50,0.00,80.50,17.00,,63.50,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,review_mdb_journal_difference,ManagementPro-recorded sales only; not confirmed complete store revenue. Authoritative MDB differs from journal audit by 63.50 MXN.
2020-06-23,,unresolved_journal_candidate,,,,63.50,,,journal_completed_sales,mpro-pos-20260820T172538Z-1-001.zip::mpro-pos/JOURNAL/00010120200623.jrn,review_possible_date_shift_duplicate,ManagementPro-recorded sales only; not confirmed complete store revenue. Candidate amount is preserved in journal_sales_mxn but intentionally excluded from amount_mxn pending date/duplicate review. No corresponding valid Venta rows in the canonical MDB; retained from the journal audit.
2020-06-24,19.00,gross_valid_pos_sales_excluding_cancellations,19.00,0.00,19.00,19.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-25,65.00,gross_valid_pos_sales_excluding_cancellations,65.00,0.00,65.00,65.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-26,54.00,gross_valid_pos_sales_excluding_cancellations,54.00,0.00,54.00,54.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-27,12.00,gross_valid_pos_sales_excluding_cancellations,12.00,0.00,12.00,12.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-28,67.50,gross_valid_pos_sales_excluding_cancellations,67.50,0.00,67.50,67.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-29,122.00,gross_valid_pos_sales_excluding_cancellations,122.00,0.00,122.00,122.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-06-30,118.00,gross_valid_pos_sales_excluding_cancellations,118.00,0.00,118.00,118.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-01,117.50,gross_valid_pos_sales_excluding_cancellations,117.50,0.00,117.50,117.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-02,38.50,gross_valid_pos_sales_excluding_cancellations,38.50,0.00,38.50,38.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-03,37.00,gross_valid_pos_sales_excluding_cancellations,37.00,0.00,37.00,37.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-04,23.00,gross_valid_pos_sales_excluding_cancellations,23.00,0.00,23.00,23.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-05,37.00,gross_valid_pos_sales_excluding_cancellations,37.00,0.00,37.00,37.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-06,41.50,gross_valid_pos_sales_excluding_cancellations,41.50,0.00,41.50,41.50,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-07,95.00,gross_valid_pos_sales_excluding_cancellations,95.00,0.00,95.00,95.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-08,44.00,gross_valid_pos_sales_excluding_cancellations,44.00,0.00,44.00,44.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-09,70.00,gross_valid_pos_sales_excluding_cancellations,70.00,0.00,70.00,70.00,,0.00,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_journal_match,ManagementPro-recorded sales only; not confirmed complete store revenue.
2020-07-11,20.00,gross_valid_pos_sales_excluding_cancellations,20.00,0.00,20.00,,,,mdb_valid_pos_sales,megamanagepro-20260820T172552Z-1-001.zip::megamanagepro/DbPos.mdb,verified_mdb_only,ManagementPro-recorded sales only; not confirmed complete store revenue.
